Lyricist,Individual's Song ID,Verse,Label
Mohammad Rofikuzzaman,song13,চান্দিরও পিঞ্জিরা আর কাঞ্চনও শিকল। দিল না দিল না ঢেকে বুকের অনল কী হবে পঙ্খীরে তোরে দিয়ে মোহন সাধ,2
Mohammad Rofikuzzaman,song13,বুঝলাম আমি সুখ সে তো নয় খাঁচায় পোষার কাজ।,2
Mohammad Rofikuzzaman,song13,অন্তরে বেন্ধেছি ঘর চান্দের কিরণ। জানি না জানি না সে কি রূপেরই মরণ কি হবে চন্দনে ঢেকে কলঙ্কেরই লাজ,2
Mohammad Rofikuzzaman,song14,এতো সুখ সইবো কেমন করে বুঝি কান্নাই লেখা ছিল ভাগ্যে আমার সুখেও কান্না পায় দুচোখ ভরে।।,2
Mohammad Rofikuzzaman,song14,দুখের স্রোতে ভাসা ফুল কোনদিন পায় না তো কূল।,2
Mohammad Rofikuzzaman,song14,আমি বুঝিবা পথের ভুলে এলাম নতুন কূলে। এ পথ আবার দূরে যাবে কী সরে।।,2
Mohammad Rofikuzzaman,song14,স্বপ্নের মত মনে হয় হারাবার তাই এতো ভয়।,2
Mohammad Rofikuzzaman,song14,তুবু যেটুকু পেলাম আমি প্রানের চেয়েও দামি। চোখের জলে সবই যাবে কী ঝরে।।,2
Mohammad Rofikuzzaman,song15,যে আমার হৃদয় করলো চুরি তার হলো না হলো না বিচার শুধু হৃদয়হীনা বলে অপবাদ রটলো আমার।।,2
Mohammad Rofikuzzaman,song15,আমি তো চাই নি হতে চাই নি হতে এমন দোষী কেন যে ভাগ্য দোষে আমি হলাম রূপসী।,2
Mohammad Rofikuzzaman,song15,লোকের চোখে কাঁটা হয়ে আমি রইবো কত আর হলো না হলো না বিচার শুধু হৃদয়হীনা বলে অপবাদ রটলো আমার।।,2
Mohammad Rofikuzzaman,song15,আমার এ মন নিয়ে যে মন নিয়ে যে মন দিলো না কেন যে কেউ দেখে না তার এ হৃদয় ছলনা। আমি আরেকটি মন কোনখানে পাই দিতে উপহার হলো না হলো না বিচার শুধু হৃদয়হীনা বলে অপবাদ রটলো আমার।।,2
Mohammad Rofikuzzaman,song16,দিন কি রাতে সাজ প্রভাতে তোমারি আছি এই তো তুমি ছাড়া জীবনে আমার কিছু চাওয়ার নেই তো জীবন বল মরণ বল তুমি আমার সেই তো।।,1
Mohammad Rofikuzzaman,song16,"সামনে রেখিও দুচোখে দেখিও এক পলকের আড়াল হলে, কাটে না যে ক্ষণ",1
Mohammad Rofikuzzaman,song16,"ও কাছে না এলে গো বুকে না পেলে গো হৃদয় আমার কেঁদে মরে, ভরে না তো মন",1
Mohammad Rofikuzzaman,song16,তোমার মাঝে হারিয়ে খুঁজি নতুন আমাকে এই তো।।,1
Mohammad Rofikuzzaman,song16,লজ্জা কী আবার তুমি তো আমার বুকের ভিতর রাখা ওগো সুখের অলঙ্কার,1
Mohammad Rofikuzzaman,song16,ও তোমাকে যে চেয়েছি তোমাকে পেয়েছি এর চেয়ে বড় আছে কি আমার অহংকার,1
Mohammad Rofikuzzaman,song16,সারাটি জীবন কেঁটে যাবে স্বপ্ন সাজাতেই তো।।,1
Mohammad Rofikuzzaman,song17,তুমি এমনই জাল পেতেছো সংসারে কার বা এমন সাধ্য আছে এই মায়াজাল ছিঁড়ে যেতে পারে।।,1
Mohammad Rofikuzzaman,song17,আমার মনের মাঝে বসে যে প্রেম নিত্য বাজায় বাঁশী। জগৎ জুড়ে তারই খোঁজে হলাম পরবাসী। বন্ধ চোখে রূপ দেখি যার দু’চোখে মেলে পাই না খুঁজে তারে।।,1
Mohammad Rofikuzzaman,song17,আমার সুখের ঘরে দিয়ে তালা সুখ পিয়াসে মরি। নিজের সাথে খেলি নিজেই নিঠুর লুকোচুরি। পূর্ণ চাঁদে দৃষ্টি দিলে গ্রহণ যেন লাগে বারে বারে।।,2
Mohammad Rofikuzzaman,song18,"দুঃখ আমার, আমার বাসর রাতের পালঙ্ক নিন্দা আমার প্রেম উপহার। সাত নদী হার কলঙ্ক।।",2
Mohammad Rofikuzzaman,song18,শাষণ বেড়ী দুই পায়ে মল পড়েছি আর আপবাদে কালি আছে দুই চোখে তাই পড়েছি।,2
Mohammad Rofikuzzaman,song18,মরমের আগুন এখন দ্বিগুন আমার। দিবস রাতি নিঃসঙ্গ।।,2
Mohammad Rofikuzzaman,song18,সুখের সাথে ঘর করা তাই হল না এই বুকেতে থাকা কাঁটাটাকে পর করা তাই হল না। কপালের লিখন এখন বসন হয়ে জড়িয়ে আছে অঙ্গ।।,2
Mohammad Rofikuzzaman,song19,"আমার মন পাখিটা যায়রে উড়ে যায় ধানশালিকের গাঁয়, যায়রে উড়ে যায় নাটা বনের চোরা কাঁটা ডেকেছে আমায়।।",3
Mohammad Rofikuzzaman,song19,আমি যখন যেথা থাকি হৃদয় ভরা স্বপন হয়ে বাঁধন হয়ে আপন হয়ে জড়িয়ে থাকি বাংলাদেশের ভালবাসার রাখি। আহা কাজল দীঘি দীঘল আঁখি বুকের ভিতর পাপড়ি মেলে চায়।।,3
Mohammad Rofikuzzaman,song19,"আমি কেমন করে ভুলি শিশির মাঠের শ্যামল খাতায় বেতস লতায় চিরল পাতায় ছড়িয়ে থাকা দূর্বা সবুজ কিশোরী দিনগুলি। আহা মটর শুটি, কমল স্মৃতি সজল হয়ে ঘিরলো দুটি পায়।।",3
Mohammad Rofikuzzaman,song20,বন্ধু হতে চেয়ে তোমার শত্রু বলে গন্য হলাম তবু একটা কিছু হয়েছি যে তাতেই আমি ধন্য হলাম,2
Mohammad Rofikuzzaman,song20,না হয় ভেজালে না একটু হাসি বৃষ্টিতে আমায় দেখে জ্বাললে আগুন ঐ দৃষ্টিতে তবু অন্য হাজার জনের মাঝেই আমি অনন্য হলাম শত্রু বলে গন্য হলাম,2
Mohammad Rofikuzzaman,song20,তোমার অনুরাগে নইবা হলাম ছন্দময় বিরূপ মনের ভাবনা হলাম সে-ও মন্দ নয় আমি বৈরী হলেও দোষ কি বলো সে তোমার জন্য হলাম,2
Mohammad Rofikuzzaman,song21,আজ ফিরে না গেলেই কি নয় সন্ধ্যা নামুক না জোনাকি জ্বলুক না নির্জনে বসি আরো কিছুটা সময়।।,1
Mohammad Rofikuzzaman,song21,ঘাসের আঙিনায় আধো শোয়া তোমার আমার মুখ জোছনা ধোয়া এ যেন নতুন চোখে তোমাকে চাওয়া এ যেন নতুন করে তোমাকে পাওয়া এ যেন নতুন পরিচয়।।,1
Mohammad Rofikuzzaman,song21,এমন রুপালী রাত নাই হোক ভোর শিশির ছুঁয়ে যাক উষ্ণ অধর এ যেন জেগে জেগে স্বপ্ন দেখা এ যেন নীরব কোন কাব্য লেখা এ যেন সুখের অনুনয়।।,1
Mohammad Rofikuzzaman,song22,আকাশের সব তারা ঝরে যাবে আমার চোখের তারা ঝরবে না তোমাকে দেখার সাধ মরবে না গো তোমাকে দেখার সাধ মরবে না।।,1
Mohammad Rofikuzzaman,song22,"একটি জনম নয়, হাজারও জনম তোমাকে দেখি যদি সেও বড় কম ও সেও বড় কম একে একে সব পাওয়া হয়তোবা ফুরাবে আমার এ মন তবু ভরবে না।।",1
Mohammad Rofikuzzaman,song22,মরণ যতই হোক অথৈ আঁধার পারবে না ঢেকে দিতে এই অধিকার গো এই অধিকার একে একে সব আলো হয়তোবা হারাবে চোখের পলক তবু পড়বে না।,1
Mohammad Rofikuzzaman,song5,"মায়ের দুচোখে সে কোন পলকে বয়ে গেছে অশ্রুনদী__ সে নদী এসে মিশেছে শেষে রক্ত পলাশ অবধি, রেখে গেছে হারানো প্রাণের বিনিময়।।",2
Mohammad Rofikuzzaman,song6,বধু তোমার আমার এই যে পিরীতি বোঝাবো বলো কি দিয়া ।। মোরা এক তনু হতে জনম নিয়াছি ।। দোহে দুই রূপ নিয়া বোঝাবো বলো কি দিয়া আমি বোঝাবো বলো কি দিয়া,2
Mohammad Rofikuzzaman,song6,"তোমার পরাণে পরাণ রাখিয়া, তোমার আঁখিতে আঁখি ।। নিজেরে ডাকিতে বারে বারে বধু, ।। আমি তোমারেই শুধু ডাকি আমি আপন মরমে চোখ মেলে দেখি তুমি আমার হিয়া বধু তুমি আমার হিয়া",2
Mohammad Rofikuzzaman,song7,আমার সকল চাওয়া তোমারই কাছে তোমারই কাছে আমি চাই,1
Mohammad Rofikuzzaman,song7,"নয়নে নয়নে তুমি,দেহ মন প্রানে তুমি তুমি ছাড়া কিছু নাই আমার সকল চাওয়া তোমারই কাছে তোমারই কাছে আমি চাই",1
Mohammad Rofikuzzaman,song7,বরষা না হলে ফুল ফোটে না যেমন তেমনি তোমাতে ছাড়া বৃথা এ জীবন অন্তরে অন্তর তুমি অংগের বাসর তুমি ।। তোমারই জরায়ে রাখি তাই,1
Mohammad Rofikuzzaman,song7,"ভালোবেসে পোড়া বুক দাও ভরে দাও তোমারই বাসনা দিয়ে আমাকে সাজাও সুখেরও কাজল তুমি, দুখে আখি জল তুমি নিজেকে তোমারই মাঝে পাই",1
Mohammad Rofikuzzaman,song8,আমার থাকতে পরান আর কি দেখা হবে রে তার সনে সে রূপ কি আর দেখবো না নয়নে।।,2
Mohammad Rofikuzzaman,song8,স্রোতে ভাসা শেওলা যেমন কপাল দোষে হলাম তেমন রে ।। আমার সুখের বসত ভাঙলো কী কারণে। সে রূপ কি আর দেখবো না নয়নে।। আমার থাকতে পরান আর কি দেখা হবে রে তার সনে !,2
Mohammad Rofikuzzaman,song8,ছিল আমার সাধের কুঞ্জবন কপোত কপোতী হয়ে খেলিতাম দুজন ।। সবই পুড়ে হলো রে ছাই সেই সুখের আর আশা তো নাই রে ।। এখন মরন যেন হয় রে তার চরণে। মরন যেন হয় রে তার চরণে। আমার থাকতে পরান আর কি দেখা হবে রে তার সনে ! সে রূপ কি আর দেখবো না নয়নে।।,2
Mohammad Rofikuzzaman,song9,আমি চাঁদকে বলেছি আজ রাতে জ্যোছনা লুকাতে তুমি ভয় পেয়ো না ভয় পেয়ো না।,1
Mohammad Rofikuzzaman,song9,বৃষ্টিকে বলেছি ডেকে তোমার পায়ের ধ্বনি রাখতে ঢেকে।,1
Mohammad Rofikuzzaman,song9,আধারকে বলেছি সঙ্গী হতে। তোমার নিবির কালো চুলের সাথে।।,1
Mohammad Rofikuzzaman,song9,লজ্জা কী এখনও তোমার হাজার চোখের কাঁটা বিধবে না আর।,1
Mohammad Rofikuzzaman,song9,সুখের এ আগুনে একটু শুধু। আমায় পোড়াও তুমি নিজের হাতে।।,1
Mohini Chowdhury,song1,"এনেছি আমার শত জনমের প্রেম আঁখিজলে গাঁথা মালা ; ওগো সুদূরিকা, আজো কি হবে না শেষ তোমারে চাওয়ার পালা।।",1
Mohini Chowdhury,song1,"স্বপনে আমার সাথীহারা রাতে, পেয়েছি তোমায় পলকে হারাতে তোমারে খুঁজিতে যে দীপ জ্বেলেছি হায় বিফলে সে দীপ জ্বালা।।",1
Mohini Chowdhury,song1,"মনে মনে তবু স্বপন বাসর গড়ি, এনেছি হৃদয় মিলনের গানে ভরি।",1
Mohini Chowdhury,song1,"দূরে আছ তুমি তবু দূরে নহ, স্মরণ সুধায় ভরেছ তো বিরহ প্রেম যেন তব সুদূর গগন হতে, চাঁদের জোছনা ঢালা।।",1
Mohini Chowdhury,song2,"পৃথিবী আমারে চায়, রেখো না বেঁধে আমায়, খুলে দাও প্রিয়া, খুলে দাও বাহুডোর।",1
Mohini Chowdhury,song2,"প্রণয় তোমার মিছে নয় মিছে নয়, ভালবাসি তাই মনে জাগে এত ভয়। চাঁদ ডুবে যাবে, ফুল ঝরে যাবে, মধুরাতি হবে ভোর। খুলে দাও প্রিয়া, খুলে দাও বাহুডোর।",1
Mohini Chowdhury,song2,"সবার মনের দিপালী জ্বালাতে যে দীপ আপনি জ্বলে, কেন আর তারে ঢেকে রাখ বলো তোমার আঁচল তলে।",1
Mohini Chowdhury,song2,"শোন না কি ওই আজ দিকে দিকে হায়, কত বঁধু কাঁদে, কাঁদে কত অসহায়, পথ ছেড়ে দাও, নয় সাথে চলো, মুছে নাও আঁখিরোল, খুলে দাও প্রিয়া, খুলে দাও বাহুডোর।।",1
Mohini Chowdhury,song3,হায় কি যে করি এ মন নিয়া সে যে প্রনয়ও হুতাশে ওঠে উথলিয়া ওই দুষ্টু পাপিয়া বলে পিয়া পিয়া পিয়া পিয়া… ..,2
Mohini Chowdhury,song3,তার মিষ্টি কুজন তবু জ্বলে হিয়া মুখে অভিমান ওঠে মনে উছলিয়া ।। আছে সবারি কেহ না কেহ মরমিয়া হায় একেলা আমারই শুধু নাই প্রিয়া ওই দুষ্টু পাপিয়া বলে পিয়া পিয়া পিয়া পিয়া…,2
Mohini Chowdhury,song3,ঐ ফুলেরও বাসরে দেখি বনলতা বুঝি তরুনও তরুর সনে বলে কথা তারা কেহতো বুঝেনা মোর আকুলতা তাই মরমে মরিগো আমি গুমরিয়া ওই দুষ্টু পাপিয়া বলে পিয়া পিয়া পিয়া পিয়া…,2
Mohini Chowdhury,song3,দেখ একটি চাঁদের সাথী কত তারা মেশে একটি সাগরে কত জল ধারা শুধু আমি কি একেলা রব সাথী হারা মোরে কেহ কি বাঁধিবে না গো মালা দিয়া ওই দুষ্টু পাপিয়া বলে পিয়া পিয়া পিয়া পিয়া…,2
Moniruzzaman Monir,song10,সে-ই আমার বিষের বাঁশী সে-ই আমার মধুর হাসি যে আমাকে ভালবাসে ভাল চোখে দেখে না সে ।।,1
Moniruzzaman Monir,song10,আমারই প্রতি দিনের প্রতিটি কাজের মাঝে তারই সে হাতের কাঁকন ছন্দ বিহীন বাজে সে কথা বললে তারে নিবিঢ় করে হাসে সে-ই আমার………,1
Moniruzzaman Monir,song10,যখনই বলি তারে চোখেরই আড়াল হলে দেবো যে হটাৎ কখন মনের বাঁধন খুলে ।। তখনই কাজল চোখে কান্না নেমে আসে সে-ই আমার বিষের বাঁশী সে-ই আমার মধুর হাসি যে আমাকে ভালবাসে ভাল চোখে দেখে না সে ।।,1
Moniruzzaman Monir,song11,ভুলো না আমাকে ভুলে যেও না। তুমি ভুলে গেলে তুমি ব্যাথা দিলে সইতে পারবো না।।,2
Moniruzzaman Monir,song11,ভালবেসে যে মালা দিয়েছিলে ঘরে আছে সুরভি তারই ফুলে। কত কথা জমা আছে বলবো তোমার কাছে কেন তুমি বোঝ না।।,2
Moniruzzaman Monir,song11,অভিমানে যে পথে গেছ চলে রবো আমি সেই পথে আঁখি মেলে। এসো তুমি এসো ফিরে শূণ্য আমারই ঘরে দূরে তুমি থেকে না।।,2
Moniruzzaman Monir,song12,"দুই নয়নে তোমায় দেখে নেশা কাটে না দেখার নেশা কাটে না ।। হাজার নয়ন দাওনা আমায়, লক্ষ নয়ন দাওনা…",1
Moniruzzaman Monir,song12,"এক হৃদয়ে ভালবেসে আশা মেটে না মনের আশা মেটে না ।। হাজার হৃদয় দাওনা আমায়, লক্ষ হৃদয় দাও না ……",1
Moniruzzaman Monir,song12,গড়িল তোমায় যে জন না জানি সে কেমন ।। দিল একই অংগ জুড়ে চন্দ্র তারার কিরণ,1
Moniruzzaman Monir,song12,সেই কিরণে লাগে গ্রহণ দেখা যখন পাই না দুই নয়নে তোমায় দেখে নেশা কাটে না দেখার নেশা কাটে না । এক হৃদয়ে ভালবেসে আশা মেটে না মনের আশা মেটে না ।,1
Moniruzzaman Monir,song12,কেন যে হলো এমন অল্প দিনের জীবন ।। ফুলের মত যায়গো ঝরে না পুরিতে স্বপন এই জনমে আর জনমে একা হতে চাই না,1
Moniruzzaman Monir,song12,"এক হৃদয়ে ভালবেসে আশা মেটে না মনের আশা মেটে না ।। হাজার হৃদয় দাওনা আমায়, লক্ষ হৃদয় দাও না",1
Moniruzzaman Monir,song13,তুমি যেখানে আমি সেখানে সেকি জাননা একই বাঁধনে বাঁধা দু’জনে ছেড়ে যাব না ।।,1
Moniruzzaman Monir,song13,তুমি বৃষ্টির মেঘ আমি রংধনু তুমি গন্ধের ফুল আমি তার রেণু ।। হে হে হে…এ,1
Moniruzzaman Monir,song13,তোমার ছায়া আমি আমার ছায়া তুমি একই সাথে চলি আমার আশা তুমি তোমার ভাষা আমি একই কথা বলি,1
Moniruzzaman Monir,song13,তুমি পৃথিবীর চোখ আমি তার তারা তুমি ঝর্ণার সুর আমি তার ধারা হে হে হে…এ,1
Moniruzzaman Monir,song13,যেমন আছি পাশে তেমন ভালবেসে কাছে যদি থাকি,1
Moniruzzaman Monir,song13,জীবন থেকে দূরে মরণ রবে সরে সুখে হবো সুখী,1
Moniruzzaman Monir,song13,তুমি জঙ্গীর মন থেকে নাও কথা তুমি বন্ধুর হাত ধরে দাও কথা হে হে হে…এ,1
Moniruzzaman Monir,song13,তুমি বৃষ্টির মেঘ আমি রংধনু তুমি গন্ধের ফুল,1
Moniruzzaman Monir,song14,যে ছিল দৃষ্টির সীমানায় যে ছিল হৃদয়ের আঙ্গিনায়,1
Moniruzzaman Monir,song14,সে হারালো কোথায় কোন দূর অজানায় সেই চেনা মুখ কতদিন দেখিনি তার চোখে চেয়ে স্বপ্ন আঁকিনি।,2
Moniruzzaman Monir,song14,যত খানি সুখ দিয়েছিলো তার বেশী ব্যাথা দিয়ে গেল স্মৃতি তাই আমারে কাঁদায়।,2
Moniruzzaman Monir,song14,সে হারালো কোথায় কোন দূর অজানায় সেই চেনা মুখ কতদিন দেখিনি তার চোখে চেয়ে স্বপ্ন আঁকিনি।।,2
Moniruzzaman Monir,song14,যতটুকু ভুল হয়েছিলো তার বেশী ভুল বুঝেছিলো কি যে চায় বলেনি আমায়।,2
Moniruzzaman Monir,song16,কি যাদু করিলা পিড়িতি শিখাইলা থাকিতে পারিনা ঘরেতে প্রাণ সজনী থাকিতে পারিনা ঘরেতে,2
Moniruzzaman Monir,song16,কি মন্ত্র পড়িলা ভাবেতে মজাইলা থাকিতে পারিনা ঘরেতে প্রাণ সজনী থাকিতে পারিনা ঘরেতে।।,2
Moniruzzaman Monir,song16,নয়ন জুড়াইলা পরান কাড়িলা। মরমে বাজাইলা মধুর বাঁশী,2
Moniruzzaman Monir,song16,পড়ে গো ধলিয়া হাসিয়া হাসিয়া। তোমারি মুখেতে পূর্ণ শশী,2
Moniruzzaman Monir,song16,কি কথা কহিয়া পাগল বানাইলা কিছুতে পারিনা সহিতে প্রাণ সজনী কিছুতে পারিনা সহিতে,2
Moniruzzaman Monir,song16,কি মন্ত্র পড়িলা ভাবেতে মজাইলা থাকিতে পারিনা ঘরেতে প্রাণ সজনী থাকিতে পারিনা ঘরেতে,2
Moniruzzaman Monir,song16,আমার লাগিয়া নিরালে বসিয়া। তোমারে যতনে গড়িল বিধি,2
Moniruzzaman Monir,song16,মরিব মরণে তোমারি বিহনে। তোমারে জীবনে না পাই যদি,2
Moniruzzaman Monir,song16,কি মালা গাঁথিলা আমারে পরাইলা কিছুতে পারিনা খুলিতে প্রাণ সজনী কিছুতে পারিনা খুলিতে।।,2
Moniruzzaman Monir,song17,সখী কারে ডাকে ঐ বাঁশি নাম ধরিয়া তুই দে না বলিয়া।,1
Moniruzzaman Monir,song17,আমি হৃদয়ও আসনে তারে বসাবো যতন করে খোঁপাতে রাখিবো গাঁথিয়া তারে দে না আনিয়া।।,1
Moniruzzaman Monir,song17,কহিতে শরম লাগে আধারে কাঁপন জাগে।,1
Moniruzzaman Monir,song17,মরেছি আমি সখী মরার আগে আমি দেখিবো নয়ন ভরে কাজল করিয়া তারে নয়নে রাখিবো আঁকিয়া তারে দে না আনিয়া।।,1
Moniruzzaman Monir,song17,বলে যা বলুক লোকে পরাণ সপিবো তাকে।,1
Moniruzzaman Monir,song17,পীড়িতি আগুন সখী পোড়াবো তাকে আমি সারাটি জনম ধরে আপন করিয়া তারে আঁচলে রাখিবো বাধিয়ে তারে দে না আনিয়া।।,1
Moniruzzaman Monir,song18,কে যেন এলো আমার দ্বারে নীরবে আজ ওগো দোলাতে আমায়,1
Moniruzzaman Monir,song18,সাজালো এ কোন অলংকারে শুধু কি অনুরাগে ভোলাতে আমায়।,1
Moniruzzaman Monir,song18,মন বলে এই ক্ষণে কাছে কাছে থেকো চোখ দুটি চায় তারে সে কি বুঝো নাকো।,1
Moniruzzaman Monir,song18,বসে বাতায়নে আনমনে ভাবি দিন যে চলে যায়।।,1
Moniruzzaman Monir,song18,কোন সুরে এই বীণা বেজে বেজে উঠে কোন কথা নির্জনে ফুল হয়ে ফোটে।,1
Moniruzzaman Monir,song18,আহা একই হলো এলোমেলো আঁখি স্বপ্নে কেন ছায়।।,1
Moniruzzaman Monir,song19,জীবনের গল্প আছে বাকি অল্প। যা কিছু দেখার নাও দেখে নাও যা কিছু বলার যাও বলে যাও পাবে না সময় আর হয়ত।।,3
Moniruzzaman Monir,song19,ঐ ঘাসের কাফনেতে দেখ আকাশ আছে শুয়ে ঐ বরফ গলা নদী নামে পাহাড় যে বেয়ে নীড়ে পাখি ফিরে যাবে সূর্যটা গেলে অস্ত।। যা কিছু দেখার নাও দেখে নাও যা কিছু বলার যাও বলে যাও পাবে না সময় আর হয়ত।।,3
Moniruzzaman Monir,song19,এই রঙ্গিন পৃথিবীতে কত মানুষ এলো গেল এই আশা যাওয়ার পথে দেখ চেনা যানা হল ভুলে যেতে হবে সবই পথ চলা হবে অন্ত যা কিছু দেখার নাও দেখে নাও যা কিছু বলার যাও বলে যাও পাবে না সময় আর হয়ত।।,3
Moniruzzaman Monir,song1,লেখাপড়া করলে গুরুজনকে মানলে মা বাবা আদর কইরা বুকে টাইন্যা লয় পাড়াপড়শি গ্রামবাসী সবাই ভাল কয়।।,3
Moniruzzaman Monir,song1,বিদ্যা তুমি শিখলা না বুদ্ধি তোমার হইলো না। আমার মত ফুলের মালা পুরস্কারও পাইলা না,3
Moniruzzaman Monir,song1,না না দিমু না তোমার কথা শুনমু না। এই মালা তোমার গলায় শোভা পাইবো না।।,3
Moniruzzaman Monir,song1,বুবুর কপাল যদি ভাল হইতো বিএ এমএ পাশ করতো তবে ঘরে বইসা মাষ্টার সাইজা আমায় পড়াইতো বুবু আমায় পড়াইতো।,3
Moniruzzaman Monir,song1,বুবুর যদি চাকরী মাসে মাসে বেতন পাইতো। টাকা দিয়া লালা জামা কিন্যা আমায় দিত,3
Moniruzzaman Monir,song1,না না কইমু বেয়াদবী করমু না বুবুর মনে কষ্ট দিলে শান্তি পাইমু না রে।,3
Moniruzzaman Monir,song20,বিদেশ ঘুরে দেশে এলে দশ গেরামের সোনার ছেলে ভাই বন্ধু সবাই বলে জামা কাপড় আনছ নি আর মা বলে আমার যাদু ফিরা আইছ নি।।,3
Moniruzzaman Monir,song20,ধনির মাথায় মনি যেমন মায়ের কাছে ছেলে তেমন। আদর ভরা ঐ বুকে মানিক হয়ে মিশে থাকে ছেলের ভাল চায় যে সদাই মা অভাগিনী।।,3
Moniruzzaman Monir,song20,নিজের পেটে ক্ষুধা রেখে অন্ন দেয় ছেলের মুখে। ছেলের সুখে মা সুখী দুঃখে আবার হয় দুখী মায়ের কাছে সন্তানেরা তাই চির ঋণী।।,3
Moniruzzaman Monir,song2,"আমি চিরকাল প্রেমের কাঙ্গাল। যে ডালে বান্ধি বাসা। ভাঙে সেই ডাল আমার এমনই কপাল, হায়রে এমনই কপাল।।",2
Moniruzzaman Monir,song2,"কত জনার দেখা পাইলাম আমার কাছে আমি রইলাম। কারো আমি হইলাম না আপন স্রোতে ভাসা শেওলা যেন আমার এ জীবন জগত জুড়ে মানুষ আছে মনেরই আকাল, শুধু মনেরই আকাল।।",2
Moniruzzaman Monir,song2,সুখের চাবি হাতে নিলা দুখের সাথে ঘর করিলা। বিধির বিধান না যায় রে খন্ডন অন্তরেতে আগুন আমার চোখেতে কান্দন অন্তর্যামীর নিঠুর খেলা চলবে কতকাল।।,2
Moniruzzaman Monir,song3,ও বন্ধুরে প্রাণ বন্ধুরে কবে যাব তোমার বাড়ি পিন্দিয়া গোলাপী শাড়ি টিকলি মাথায় ঘুমটা দিয়া রে।।,1
Moniruzzaman Monir,song3,আমি বধু সেজে বসে আছি তোমার পথ চেয়ে তুমি আসবে কবে বাজবে সানাই যাবে আমায় নিয়ে।,1
Moniruzzaman Monir,song3,"সয়না আমার সয়না যে আর পারি না পারি না যে আর থাকতে একা ঘরে, থাকতে একা ঘরে।।",1
Moniruzzaman Monir,song3,আমি স্বপ্ন দেখি ফুল সজ্জা লজ্জাতে যাই মরে তুমি জড়িয়ে আছ বুকে আমায় সারাটি রাত ধরে।,1
Moniruzzaman Monir,song3,"দিন কাটে না রাত কাটে না কোন কাজে মন লাগে না বাঁচবো কেমন করে, বাঁচবো কেমন করে।।",1
Moniruzzaman Monir,song4,মেঘ যদি সরে যায় দেখতে চাঁদ মুখ ভাল লাগে রাগ যদি ঝরে যায় থাকতে কাছে ভাল লাগে,1
Moniruzzaman Monir,song4,কিছু বলি পথ চলি। এসো না অনুরাগে।।,1
Moniruzzaman Monir,song4,(ও হো) লজ্জা লুকিয়ে রেখে দৃষ্টি ভেজা দুচোখে। চাও ফিরে চাও ফিরে চাও ফিরে চাও সব দ্বিধা সব বাধা যাও ভুলে যাও।।,1
Moniruzzaman Monir,song4,(ও হো) দুষ্টু কখনো হলে একটু ছলনা দিলে। হয় ভাল হয় ভাল হয় ভাল হয় মন দেয়া মন নেয়ার য় খাটি রয়।।,1
Moniruzzaman Monir,song5,ওরে ও জানরে আমারই জান আমি তোমার জীবন প্রাণেরও প্রাণ,1
Moniruzzaman Monir,song5,তুমি ছাড়া আমি একা মিছে হবে বেঁচে থাকা ।। পলকে পলকে ওগো দিও আমারে দেখা,1
Moniruzzaman Monir,song5,আলো হয়ে আঁধারেতে ভালোবাসা নিয়ে থাকে।। জীবনে মরণে আমি রবো তোমারই সাথে ।।,1
Moniruzzaman Monir,song6,"একা আছি তো কি হয়েছে সবই তো আছে আমারই কাছে এই তুমি আছো, হৃদয়ে আছো আমারই জীবন তোমারই এখন একা আছি তো কি হয়েছে সবই তো আছে আমারই কাছে এই তুমি আছো, হৃদয়ে আছো আমারই জীবন তোমারই এখন একা আছি তো কি হয়েছে",1
Moniruzzaman Monir,song6,"আজ আমারই স্বপ্ন সত্যি যে হলো এই মনে এই প্রাণে গড়েছি স্বর্গ এই ভুবনে এই তুমি আছো, হৃদয়ে আছো আমারই জীবন তোমারই এখন একা আছি তো কি হয়েছে",1
Moniruzzaman Monir,song6,"আর কভু খুলবে না আমাদের বন্ধন জীবনে মরণে করি না যে ভয় কভু দু’জনে এই তুমি আছো, হৃদয়ে আছো আমারই জীবন তোমারই এখন একা আছি তো কি হয়েছে",1
Moniruzzaman Monir,song6,"দিনরাত সারাবেলা থাকবো লুকিয়ে ।। নয়নে গোপনে জড়িয়ে রবো মধু মিলনে এই তুমি আছো,হৃদয়ে আছো আমারই জীবন তোমারই এখন একা আছি তো কি হয়েছে",1
Moniruzzaman Monir,song9,কত রঙ্গ জানরে মানুষ কত রঙ্গ জান। তুমি এই ভাল এই মন্দ ক্ষণে হাস ক্ষণে কান্দ হায়রে একি দ্বন্দ।।,3
Moniruzzaman Monir,song9,চক্ষু দুইখান হাত দুইখান আছে সবার সমান সমান। তবু কেন নানান রকম চলন বলন মনের ধরণ বুঝি না তার মর্ম।।,3
Moniruzzaman Monir,song9,ঘুড়লাম কত দেখলাম কত পাইলাম না মন মনের মত। আমি অধম আর কী বলি জ্ঞানের ডিব্বা রইলো খালি বৃথা সাদের জন্ম।।,3
Mostafizur Rahaman,song1,সোনার নূপুর ঝুমুর ঝুমুর বাজছে রাঙা পায় স্বপন পরী ঘুমের দেশের গল্প বলে যায়।,3
Mostafizur Rahaman,song1,চাঁদের আলোয় আঁচল পেতে ঘুমিয়ে গেছে মা। রাতের বকুল নয়ন দুটি একটু মেলো না মায়ের কোলে ঘুমায় খোকন স্বপ্ন নেমে আয়।।,3
